timestamp,load_mw
2025-01-31 23:00:00+00:00,51687.684
2025-01-31 23:15:00+00:00,51193.244
2025-01-31 23:30:00+00:00,50647.715
2025-01-31 23:45:00+00:00,50346.031
2025-02-01 00:00:00+00:00,49590.034
2025-02-01 00:15:00+00:00,49284.771
2025-02-01 00:30:00+00:00,48936.994
2025-02-01 00:45:00+00:00,48774.808
2025-02-01 01:00:00+00:00,48611.645
2025-02-01 01:15:00+00:00,48044.688
2025-02-01 01:30:00+00:00,47739.314
2025-02-01 01:45:00+00:00,47766.988
2025-02-01 02:00:00+00:00,47287.731
2025-02-01 02:15:00+00:00,47035.945
2025-02-01 02:30:00+00:00,47003.748
2025-02-01 02:45:00+00:00,46983.298
2025-02-01 03:00:00+00:00,47241.408
2025-02-01 03:15:00+00:00,47066.448
2025-02-01 03:30:00+00:00,46998.668
2025-02-01 03:45:00+00:00,47206.714
2025-02-01 04:00:00+00:00,47347.365
2025-02-01 04:15:00+00:00,47052.028
2025-02-01 04:30:00+00:00,47297.278
2025-02-01 04:45:00+00:00,47437.021
2025-02-01 05:00:00+00:00,47677.99
2025-02-01 05:15:00+00:00,47979.783
2025-02-01 05:30:00+00:00,48463.273
2025-02-01 05:45:00+00:00,48618.094
2025-02-01 06:00:00+00:00,49700.731
2025-02-01 06:15:00+00:00,50435.038
2025-02-01 06:30:00+00:00,51183.028
2025-02-01 06:45:00+00:00,51909.82
2025-02-01 07:00:00+00:00,52657.134
2025-02-01 07:15:00+00:00,53806.62
2025-02-01 07:30:00+00:00,54178.16
2025-02-01 07:45:00+00:00,54770.854
2025-02-01 08:00:00+00:00,55838.47
2025-02-01 08:15:00+00:00,56175.497
2025-02-01 08:30:00+00:00,56746.705
2025-02-01 08:45:00+00:00,57414.661
2025-02-01 09:00:00+00:00,57517.588
2025-02-01 09:15:00+00:00,57887.095
2025-02-01 09:30:00+00:00,58209.828
2025-02-01 09:45:00+00:00,58768.326
2025-02-01 10:00:00+00:00,58771.406
2025-02-01 10:15:00+00:00,59055.424
2025-02-01 10:30:00+00:00,59058.615
2025-02-01 10:45:00+00:00,58703.626
2025-02-01 11:00:00+00:00,58326.407
2025-02-01 11:15:00+00:00,58134.974
2025-02-01 11:30:00+00:00,57487.208
2025-02-01 11:45:00+00:00,56648.32
2025-02-01 12:00:00+00:00,56510.694
2025-02-01 12:15:00+00:00,56088.008
2025-02-01 12:30:00+00:00,55576.904
2025-02-01 12:45:00+00:00,54959.03
2025-02-01 13:00:00+00:00,54818.218
2025-02-01 13:15:00+00:00,54541.454
2025-02-01 13:30:00+00:00,53970.114
2025-02-01 13:45:00+00:00,53509.863
2025-02-01 14:00:00+00:00,53088.76
2025-02-01 14:15:00+00:00,52628.781
2025-02-01 14:30:00+00:00,52506.894
2025-02-01 14:45:00+00:00,52811.601
2025-02-01 15:00:00+00:00,53119.761
2025-02-01 15:15:00+00:00,53474.391
2025-02-01 15:30:00+00:00,53794.524
2025-02-01 15:45:00+00:00,54547.21
2025-02-01 16:00:00+00:00,55530.532
2025-02-01 16:15:00+00:00,56583.832
2025-02-01 16:30:00+00:00,57809.782
2025-02-01 16:45:00+00:00,58585.868
2025-02-01 17:00:00+00:00,58699.495
2025-02-01 17:15:00+00:00,58781.695
2025-02-01 17:30:00+00:00,58734.728
2025-02-01 17:45:00+00:00,58338.405
2025-02-01 18:00:00+00:00,58099.987
2025-02-01 18:15:00+00:00,57592.108
2025-02-01 18:30:00+00:00,57129.864
2025-02-01 18:45:00+00:00,56651.208
2025-02-01 19:00:00+00:00,55790.278
2025-02-01 19:15:00+00:00,55120.462
2025-02-01 19:30:00+00:00,54100.118
2025-02-01 19:45:00+00:00,53626.721
2025-02-01 20:00:00+00:00,53784.892
2025-02-01 20:15:00+00:00,53698.938
2025-02-01 20:30:00+00:00,52949.055
2025-02-01 20:45:00+00:00,52530.451
2025-02-01 21:00:00+00:00,52282.555
2025-02-01 21:15:00+00:00,51662.304
2025-02-01 21:30:00+00:00,51108.595
2025-02-01 21:45:00+00:00,50701.484
2025-02-01 22:00:00+00:00,50600.598
2025-02-01 22:15:00+00:00,49909.928
2025-02-01 22:30:00+00:00,48438.988
2025-02-01 22:45:00+00:00,47907.341
2025-02-01 23:00:00+00:00,47973.654
2025-02-01 23:15:00+00:00,47145.575
2025-02-01 23:30:00+00:00,46688.254
2025-02-01 23:45:00+00:00,46255.788
2025-02-02 00:00:00+00:00,45926.388
2025-02-02 00:15:00+00:00,45606.468
2025-02-02 00:30:00+00:00,45327.748
2025-02-02 00:45:00+00:00,45183.208
2025-02-02 01:00:00+00:00,44815.534
2025-02-02 01:15:00+00:00,44868.938
2025-02-02 01:30:00+00:00,44756.868
2025-02-02 01:45:00+00:00,44727.868
2025-02-02 02:00:00+00:00,45079.098
2025-02-02 02:15:00+00:00,45130.908
2025-02-02 02:30:00+00:00,44872.388
2025-02-02 02:45:00+00:00,44907.822
2025-02-02 03:00:00+00:00,44675.857
2025-02-02 03:15:00+00:00,44790.444
2025-02-02 03:30:00+00:00,44757.986
2025-02-02 03:45:00+00:00,44757.974
2025-02-02 04:00:00+00:00,44705.14
2025-02-02 04:15:00+00:00,44701.864
2025-02-02 04:30:00+00:00,44710.529
2025-02-02 04:45:00+00:00,44688.618
2025-02-02 05:00:00+00:00,44681.877
2025-02-02 05:15:00+00:00,44670.91
2025-02-02 05:30:00+00:00,44920.89
2025-02-02 05:45:00+00:00,45253.795
2025-02-02 06:00:00+00:00,45611.869
2025-02-02 06:15:00+00:00,45902.852
2025-02-02 06:30:00+00:00,46599.838
2025-02-02 06:45:00+00:00,47385.325
2025-02-02 07:00:00+00:00,48388.731
2025-02-02 07:15:00+00:00,49072.088
2025-02-02 07:30:00+00:00,50179.718
2025-02-02 07:45:00+00:00,50716.578
2025-02-02 08:00:00+00:00,51367.094
2025-02-02 08:15:00+00:00,52276.718
2025-02-02 08:30:00+00:00,53158.644
2025-02-02 08:45:00+00:00,53869.834
2025-02-02 09:00:00+00:00,54491.935
2025-02-02 09:15:00+00:00,55232.805
2025-02-02 09:30:00+00:00,55829.213
2025-02-02 09:45:00+00:00,56481.58
2025-02-02 10:00:00+00:00,56465.357
2025-02-02 10:15:00+00:00,57050.134
2025-02-02 10:30:00+00:00,57333.481
2025-02-02 10:45:00+00:00,57499.499
2025-02-02 11:00:00+00:00,56588.892
2025-02-02 11:15:00+00:00,56070.664
2025-02-02 11:30:00+00:00,55752.303
2025-02-02 11:45:00+00:00,55181.276
2025-02-02 12:00:00+00:00,54446.64
2025-02-02 12:15:00+00:00,53816.514
2025-02-02 12:30:00+00:00,53338.208
2025-02-02 12:45:00+00:00,52710.938
2025-02-02 13:00:00+00:00,52526.106
2025-02-02 13:15:00+00:00,51832.557
2025-02-02 13:30:00+00:00,51466.12
2025-02-02 13:45:00+00:00,50912.05
2025-02-02 14:00:00+00:00,51307.196
2025-02-02 14:15:00+00:00,51293.759
2025-02-02 14:30:00+00:00,50872.119
2025-02-02 14:45:00+00:00,50855.308
2025-02-02 15:00:00+00:00,51456.368
2025-02-02 15:15:00+00:00,51879.205
2025-02-02 15:30:00+00:00,52182.398
2025-02-02 15:45:00+00:00,53252.789
2025-02-02 16:00:00+00:00,54596.574
2025-02-02 16:15:00+00:00,55698.674
2025-02-02 16:30:00+00:00,57197.483
2025-02-02 16:45:00+00:00,58364.883
2025-02-02 17:00:00+00:00,59139.693
2025-02-02 17:15:00+00:00,59313.559
2025-02-02 17:30:00+00:00,58923.119
2025-02-02 17:45:00+00:00,58828.612
2025-02-02 18:00:00+00:00,58419.663
2025-02-02 18:15:00+00:00,57981.119
2025-02-02 18:30:00+00:00,57499.382
2025-02-02 18:45:00+00:00,56775.023
2025-02-02 19:00:00+00:00,56370.264
2025-02-02 19:15:00+00:00,55726.291
2025-02-02 19:30:00+00:00,55076.835
2025-02-02 19:45:00+00:00,54570.525
2025-02-02 20:00:00+00:00,54321.578
2025-02-02 20:15:00+00:00,53978.875
2025-02-02 20:30:00+00:00,53805.861
2025-02-02 20:45:00+00:00,53453.068
2025-02-02 21:00:00+00:00,53754.584
2025-02-02 21:15:00+00:00,53530.656
2025-02-02 21:30:00+00:00,52991.22
2025-02-02 21:45:00+00:00,52571.052
2025-02-02 22:00:00+00:00,51946.628
2025-02-02 22:15:00+00:00,51064.886
2025-02-02 22:30:00+00:00,50860.739
2025-02-02 22:45:00+00:00,50209.925
2025-02-02 23:00:00+00:00,50231.892
2025-02-02 23:15:00+00:00,49850.356
2025-02-02 23:30:00+00:00,49242.915
2025-02-02 23:45:00+00:00,49237.799
2025-02-03 00:00:00+00:00,48495.172
2025-02-03 00:15:00+00:00,48119.688
2025-02-03 00:30:00+00:00,48077.006
2025-02-03 00:45:00+00:00,47938.052
2025-02-03 01:00:00+00:00,47861.715
2025-02-03 01:15:00+00:00,47635.599
2025-02-03 01:30:00+00:00,47548.319
2025-02-03 01:45:00+00:00,47751.482
2025-02-03 02:00:00+00:00,47940.509
2025-02-03 02:15:00+00:00,47971.98
2025-02-03 02:30:00+00:00,48179.142
2025-02-03 02:45:00+00:00,48529.288
2025-02-03 03:00:00+00:00,49171.414
2025-02-03 03:15:00+00:00,49352.13
2025-02-03 03:30:00+00:00,49846.206
2025-02-03 03:45:00+00:00,50344.526
2025-02-03 04:00:00+00:00,51658.928
2025-02-03 04:15:00+00:00,52092.478
2025-02-03 04:30:00+00:00,53261.717
2025-02-03 04:45:00+00:00,54932.62
2025-02-03 05:00:00+00:00,57296.775
2025-02-03 05:15:00+00:00,59480.605
2025-02-03 05:30:00+00:00,61468.992
2025-02-03 05:45:00+00:00,63300.782
2025-02-03 06:00:00+00:00,65216.02
2025-02-03 06:15:00+00:00,66560.81
2025-02-03 06:30:00+00:00,67625.14
2025-02-03 06:45:00+00:00,68110.75
2025-02-03 07:00:00+00:00,69077.619
2025-02-03 07:15:00+00:00,69763.866
2025-02-03 07:30:00+00:00,69888.873
2025-02-03 07:45:00+00:00,70117.323
2025-02-03 08:00:00+00:00,69943.532
2025-02-03 08:15:00+00:00,70139.972
2025-02-03 08:30:00+00:00,70542.864
2025-02-03 08:45:00+00:00,70732.398
2025-02-03 09:00:00+00:00,70491.805
2025-02-03 09:15:00+00:00,70702.245
2025-02-03 09:30:00+00:00,70348.899
2025-02-03 09:45:00+00:00,70307.655
2025-02-03 10:00:00+00:00,70449.225
2025-02-03 10:15:00+00:00,70508.512
2025-02-03 10:30:00+00:00,70519.838
2025-02-03 10:45:00+00:00,70108.852
2025-02-03 11:00:00+00:00,69788.175
2025-02-03 11:15:00+00:00,69522.258
2025-02-03 11:30:00+00:00,69432.834
2025-02-03 11:45:00+00:00,69368.905
2025-02-03 12:00:00+00:00,69109.345
2025-02-03 12:15:00+00:00,68839.165
2025-02-03 12:30:00+00:00,68449.338
2025-02-03 12:45:00+00:00,68161.241
2025-02-03 13:00:00+00:00,67948.661
2025-02-03 13:15:00+00:00,67804.565
2025-02-03 13:30:00+00:00,67041.878
2025-02-03 13:45:00+00:00,66368.227
2025-02-03 14:00:00+00:00,66302.883
2025-02-03 14:15:00+00:00,66110.45
2025-02-03 14:30:00+00:00,65817.541
2025-02-03 14:45:00+00:00,65481.176
2025-02-03 15:00:00+00:00,65603.942
2025-02-03 15:15:00+00:00,65654.879
2025-02-03 15:30:00+00:00,65711.739
2025-02-03 15:45:00+00:00,66438.472
2025-02-03 16:00:00+00:00,67349.82
2025-02-03 16:15:00+00:00,68378.61
2025-02-03 16:30:00+00:00,69529.62
2025-02-03 16:45:00+00:00,70308.67
2025-02-03 17:00:00+00:00,70241.24
2025-02-03 17:15:00+00:00,70071.63
2025-02-03 17:30:00+00:00,70019.68
2025-02-03 17:45:00+00:00,69645.78
2025-02-03 18:00:00+00:00,69454.93
2025-02-03 18:15:00+00:00,68866.56
2025-02-03 18:30:00+00:00,68736.62
2025-02-03 18:45:00+00:00,67855.49
2025-02-03 19:00:00+00:00,66778.292
2025-02-03 19:15:00+00:00,65890.083
2025-02-03 19:30:00+00:00,64863.922
2025-02-03 19:45:00+00:00,64025.992
2025-02-03 20:00:00+00:00,63594.188
2025-02-03 20:15:00+00:00,62776.638
2025-02-03 20:30:00+00:00,62175.025
2025-02-03 20:45:00+00:00,61641.015
2025-02-03 21:00:00+00:00,60950.964
2025-02-03 21:15:00+00:00,60507.481
2025-02-03 21:30:00+00:00,59330.901
2025-02-03 21:45:00+00:00,58598.198
2025-02-03 22:00:00+00:00,57754.261
2025-02-03 22:15:00+00:00,56774.081
2025-02-03 22:30:00+00:00,55844.634
2025-02-03 22:45:00+00:00,55349.881
2025-02-03 23:00:00+00:00,54756.208
2025-02-03 23:15:00+00:00,54232.721
2025-02-03 23:30:00+00:00,53802.714
2025-02-03 23:45:00+00:00,53428.198
2025-02-04 00:00:00+00:00,52526.284
2025-02-04 00:15:00+00:00,51938.998
2025-02-04 00:30:00+00:00,51755.238
2025-02-04 00:45:00+00:00,51898.961
2025-02-04 01:00:00+00:00,51695.297
2025-02-04 01:15:00+00:00,51790.982
2025-02-04 01:30:00+00:00,51790.782
2025-02-04 01:45:00+00:00,51849.194
2025-02-04 02:00:00+00:00,51789.18
2025-02-04 02:15:00+00:00,51803.291
2025-02-04 02:30:00+00:00,51866.371
2025-02-04 02:45:00+00:00,51904.551
2025-02-04 03:00:00+00:00,52586.212
2025-02-04 03:15:00+00:00,52687.039
2025-02-04 03:30:00+00:00,53059.217
2025-02-04 03:45:00+00:00,53532.032
2025-02-04 04:00:00+00:00,54424.771
2025-02-04 04:15:00+00:00,54774.441
2025-02-04 04:30:00+00:00,55750.541
2025-02-04 04:45:00+00:00,57313.588
2025-02-04 05:00:00+00:00,60209.928
2025-02-04 05:15:00+00:00,62399.421
2025-02-04 05:30:00+00:00,64303.094
2025-02-04 05:45:00+00:00,66081.728
2025-02-04 06:00:00+00:00,67816.494
2025-02-04 06:15:00+00:00,68774.15
2025-02-04 06:30:00+00:00,69687.85
2025-02-04 06:45:00+00:00,70254.58
2025-02-04 07:00:00+00:00,71145.76
2025-02-04 07:15:00+00:00,71983.16
2025-02-04 07:30:00+00:00,72127.81
2025-02-04 07:45:00+00:00,72362.257
2025-02-04 08:00:00+00:00,72138.889
2025-02-04 08:15:00+00:00,72299.88
2025-02-04 08:30:00+00:00,72917.652
2025-02-04 08:45:00+00:00,73103.728
2025-02-04 09:00:00+00:00,73224.808
2025-02-04 09:15:00+00:00,73325.568
2025-02-04 09:30:00+00:00,73438.093
2025-02-04 09:45:00+00:00,73663.954
2025-02-04 10:00:00+00:00,73218.042
2025-02-04 10:15:00+00:00,73037.224
2025-02-04 10:30:00+00:00,73442.702
2025-02-04 10:45:00+00:00,73490.189
2025-02-04 11:00:00+00:00,72371.672
2025-02-04 11:15:00+00:00,72283.903
2025-02-04 11:30:00+00:00,71759.66
2025-02-04 11:45:00+00:00,71377.82
2025-02-04 12:00:00+00:00,70704.918
2025-02-04 12:15:00+00:00,70028.65
2025-02-04 12:30:00+00:00,69928.079
2025-02-04 12:45:00+00:00,69266.166
2025-02-04 13:00:00+00:00,69527.469
2025-02-04 13:15:00+00:00,68945.934
2025-02-04 13:30:00+00:00,68415.747
2025-02-04 13:45:00+00:00,68148.417
2025-02-04 14:00:00+00:00,68024.746
2025-02-04 14:15:00+00:00,67578.148
2025-02-04 14:30:00+00:00,67421.048
2025-02-04 14:45:00+00:00,67254.668
2025-02-04 15:00:00+00:00,67379.661
2025-02-04 15:15:00+00:00,67568.468
2025-02-04 15:30:00+00:00,67916.262
2025-02-04 15:45:00+00:00,68249.031
2025-02-04 16:00:00+00:00,69001.73
2025-02-04 16:15:00+00:00,70043.032
2025-02-04 16:30:00+00:00,71238.273
2025-02-04 16:45:00+00:00,72313.279
2025-02-04 17:00:00+00:00,72485.82
2025-02-04 17:15:00+00:00,72147.56
2025-02-04 17:30:00+00:00,72353.96
2025-02-04 17:45:00+00:00,72460.4
2025-02-04 18:00:00+00:00,72063.882
2025-02-04 18:15:00+00:00,71268.173
2025-02-04 18:30:00+00:00,70963.578
2025-02-04 18:45:00+00:00,70377.115
2025-02-04 19:00:00+00:00,69425.052
2025-02-04 19:15:00+00:00,68518.331
2025-02-04 19:30:00+00:00,67316.814
2025-02-04 19:45:00+00:00,66371.898
2025-02-04 20:00:00+00:00,65602.938
2025-02-04 20:15:00+00:00,64509.058
2025-02-04 20:30:00+00:00,63730.864
2025-02-04 20:45:00+00:00,62863.178
2025-02-04 21:00:00+00:00,62354.674
2025-02-04 21:15:00+00:00,61809.318
2025-02-04 21:30:00+00:00,60766.671
2025-02-04 21:45:00+00:00,60082.394
2025-02-04 22:00:00+00:00,59443.441
2025-02-04 22:15:00+00:00,58904.317
2025-02-04 22:30:00+00:00,57487.904
2025-02-04 22:45:00+00:00,56760.894
2025-02-04 23:00:00+00:00,56134.684
2025-02-04 23:15:00+00:00,55628.448
2025-02-04 23:30:00+00:00,54974.732
2025-02-04 23:45:00+00:00,54976.84
2025-02-05 00:00:00+00:00,54533.138
2025-02-05 00:15:00+00:00,54131.174
2025-02-05 00:30:00+00:00,53883.964
2025-02-05 00:45:00+00:00,53877.983
2025-02-05 01:00:00+00:00,53561.73
2025-02-05 01:15:00+00:00,53589.085
2025-02-05 01:30:00+00:00,53550.698
2025-02-05 01:45:00+00:00,53489.803
2025-02-05 02:00:00+00:00,53645.252
2025-02-05 02:15:00+00:00,53577.912
2025-02-05 02:30:00+00:00,53739.285
2025-02-05 02:45:00+00:00,53980.078
2025-02-05 03:00:00+00:00,54721.941
2025-02-05 03:15:00+00:00,54354.191
2025-02-05 03:30:00+00:00,55017.49
2025-02-05 03:45:00+00:00,55611.01
2025-02-05 04:00:00+00:00,57084.383
2025-02-05 04:15:00+00:00,57636.659
2025-02-05 04:30:00+00:00,58778.379
2025-02-05 04:45:00+00:00,60310.536
2025-02-05 05:00:00+00:00,63033.884
2025-02-05 05:15:00+00:00,65149.482
2025-02-05 05:30:00+00:00,66846.975
2025-02-05 05:45:00+00:00,68178.672
2025-02-05 06:00:00+00:00,69939.588
2025-02-05 06:15:00+00:00,70836.132
2025-02-05 06:30:00+00:00,71412.328
2025-02-05 06:45:00+00:00,71949.935
2025-02-05 07:00:00+00:00,71700.232
2025-02-05 07:15:00+00:00,73087.782
2025-02-05 07:30:00+00:00,73208.025
2025-02-05 07:45:00+00:00,73546.482
2025-02-05 08:00:00+00:00,73234.952
2025-02-05 08:15:00+00:00,73421.431
2025-02-05 08:30:00+00:00,73737.238
2025-02-05 08:45:00+00:00,73588.688
2025-02-05 09:00:00+00:00,73654.672
2025-02-05 09:15:00+00:00,73738.102
2025-02-05 09:30:00+00:00,73833.798
2025-02-05 09:45:00+00:00,73828.375
2025-02-05 10:00:00+00:00,73558.531
2025-02-05 10:15:00+00:00,73715.948
2025-02-05 10:30:00+00:00,73538.412
2025-02-05 10:45:00+00:00,73364.348
2025-02-05 11:00:00+00:00,73099.652
2025-02-05 11:15:00+00:00,73094.834
2025-02-05 11:30:00+00:00,72859.848
2025-02-05 11:45:00+00:00,73132.797
2025-02-05 12:00:00+00:00,72750.634
2025-02-05 12:15:00+00:00,72456.279
2025-02-05 12:30:00+00:00,71786.338
2025-02-05 12:45:00+00:00,71163.951
2025-02-05 13:00:00+00:00,71168.864
2025-02-05 13:15:00+00:00,70883.89
2025-02-05 13:30:00+00:00,70688.572
2025-02-05 13:45:00+00:00,70319.083
2025-02-05 14:00:00+00:00,70226.22
2025-02-05 14:15:00+00:00,69695.332
2025-02-05 14:30:00+00:00,69257.986
2025-02-05 14:45:00+00:00,68710.499
2025-02-05 15:00:00+00:00,69277.568
2025-02-05 15:15:00+00:00,69055.114
2025-02-05 15:30:00+00:00,69051.833
2025-02-05 15:45:00+00:00,69387.803
2025-02-05 16:00:00+00:00,69886.16
2025-02-05 16:15:00+00:00,70541.41
2025-02-05 16:30:00+00:00,71462.34
2025-02-05 16:45:00+00:00,72143.06
2025-02-05 17:00:00+00:00,72036.25
2025-02-05 17:15:00+00:00,71688.21
2025-02-05 17:30:00+00:00,71773.52
2025-02-05 17:45:00+00:00,71461.87
2025-02-05 18:00:00+00:00,70586.52
2025-02-05 18:15:00+00:00,69960.91
2025-02-05 18:30:00+00:00,69423.76
2025-02-05 18:45:00+00:00,68810.96
2025-02-05 19:00:00+00:00,67732.262
2025-02-05 19:15:00+00:00,66647.215
2025-02-05 19:30:00+00:00,65375.944
2025-02-05 19:45:00+00:00,64633.451
2025-02-05 20:00:00+00:00,63693.418
2025-02-05 20:15:00+00:00,62738.644
2025-02-05 20:30:00+00:00,61829.834
2025-02-05 20:45:00+00:00,61294.731
2025-02-05 21:00:00+00:00,60592.148
2025-02-05 21:15:00+00:00,60006.971
2025-02-05 21:30:00+00:00,59138.878
2025-02-05 21:45:00+00:00,58291.811
2025-02-05 22:00:00+00:00,57679.454
2025-02-05 22:15:00+00:00,56874.591
2025-02-05 22:30:00+00:00,55967.344
2025-02-05 22:45:00+00:00,55413.078
2025-02-05 23:00:00+00:00,54291.564
2025-02-05 23:15:00+00:00,53667.248
